company_names,company_reviews,Reviews,Salaries,Interviews,jobs,Benefits,photos
Geeklurn,3.6,127 ,131,5,--,2,--
Appiness Interactive,4.5,177 ,566,10,--,2,--
Agility E Services,3.7,150 ,976,8,--,12,3
Oceanic Pharmachem,4.2,165 ,123,32,4,38,--
MGM Medical College & Hospital,3.8,147 ,564,5,--,10,--
Manipal Business Solutions,3.6,208 ,749,14,1,1,--
Otsuka Pharmaceutical India Private Limited,4.1,480 ,1.5k,27,18,69,5
Information Services Group,3.8,209 ,1.5k,23,3,13,66
91 Springboard Business Hub,3.8,118 ,517,11,20,10,--
Abhyudaya Co-operative Bank,3.9,115 ,482,2,--,8,--
Glocal Healthcare Systems,3.5,136 ,398,5,--,15,--
Muthoot Capital Services,3.6,333 ,910,11,2,13,3
DRYCHEM SOLUTIONS,4.0,144 ,564,6,--,2,--
GKB Opticals,4.4,156 ,372,7,--,9,--
MyMoneyMantra,3.1,411 ,1.8k,14,7,14,1
RineX,3.6,200 ,174,219,--,1,--
Kaar Tech,4.2,569 ,2k,195,6,10,7
Ki Mobility Solution,3.3,145 ,613,9,--,2,--
FAIRWAY ENTERPRISES,3.9,207 ,886,15,--,14,--
MeritNation,3.2,208 ,584,7,--,21,1
T R Chadha & Co Llp,3.3,297 ,1.2k,21,12,19,--
Bdh Industries,4.7,144 ,321,3,20,11,--
Alchemy Techsol India,3.4,496 ,2.1k,90,--,14,--
Enser Communications,2.8,211 ,734,14,5,15,22
Japfa Comfeed India Private Limited,3.7,190 ,815,16,3,17,1
Sadhu Forging,3.6,180 ,723,14,--,13,--
Vinati Organics,3.8,294 ,1.5k,16,1,18,--
Raptim Research,4.4,181 ,918,14,--,15,--
Sparkline Equipments,4.1,117 ,586,3,--,11,--
Kamlesh Kumar Singh Engineers,4.4,141 ,430,5,--,11,--
POSCO,4.0,134 ,625,4,--,19,--
Motorola Solutions,3.9,188 ,1.5k,32,53,16,--
Praxis Services,3.0,305 ,958,27,6,27,1
SBM Offshore,4.3,125 ,616,15,101,6,--
MKU,3.3,188 ,709,9,14,18,2
Viztar International,3.3,134 ,548,5,--,6,--
Bangalore Electricity Supply Company,3.8,132 ,525,6,--,4,--
TestingXperts,3.9,315 ,2.1k,50,--,23,21
Gram Panchayat,4.1,131 ,360,3,--,4,--
ChicMic,4.3,139 ,281,12,13,19,--
XL Laboratories,3.7,111 ,474,15,--,4,--
Enzen Global Solutions,2.7,161 ,559,6,--,17,--
Rajapushpa Properties,3.8,191 ,875,17,10,12,4
Elofic Industries,4.0,202 ,771,11,--,11,--
otsuka chemical india,3.9,164 ,718,14,--,12,--
Dairy Classic Ice Creams,4.3,141 ,537,13,2,6,1
Camlin Fine Sciences,3.4,156 ,868,16,--,12,6
Rajiv Gandhi Cancer Institute & Research Centre,3.9,255 ,900,16,20,19,--
Perpetuuiti Technosoft Services,3.8,123 ,804,14,--,16,3
Vaibhav Plasto Printing & Packaging,4.0,113 ,409,13,2,4,6
Avacend Solutions,3.7,109 ,592,6,--,15,--
Net Solutions,3.8,240 ,799,10,2,115,74
Reliance BP Mobility,3.6,763 ,2.7k,73,4,20,--
Kabra Extrusion Technik,3.6,142 ,734,13,1,14,--
Embassy Group,4.0,146 ,893,12,3,11,4
Shakti Pumps,3.7,364 ,1.4k,37,79,29,--
SirionLabs,3.5,377 ,1.9k,29,21,43,--
Planedge Consultants,3.5,115 ,511,9,7,4,--
Ratnadeep Retail,4.1,285 ,995,19,8,23,1
VIKRAN Engineering & Exim,4.1,326 ,1k,39,1,17,3
Rusan Pharma,3.5,489 ,1.8k,24,9,38,--
Newfold Digital,3.7,164 ,1.1k,21,1,5,--
Central Bureau of Investigation,3.8,120 ,302,4,--,19,--
NextGen Healthcare,3.7,246 ,1.6k,17,2,34,--
Texport Syndicate India,3.7,120 ,476,3,--,8,--
Prozo,3.3,198 ,840,11,--,2,1
Oncquest Laboratories,3.4,249 ,868,14,--,16,1
Gawar Construction,4.1,295 ,846,14,--,20,--
Department of Agriculture,4.3,368 ,1.2k,47,--,33,--
Brickwork Ratings,3.4,148 ,679,11,65,4,--
RSM India,3.3,499 ,2.6k,66,64,20,2
Jaya Shree Textiles,3.8,119 ,271,12,--,12,--
Dachser,3.9,132 ,472,3,2,13,--
Wildnet Technologies,4.6,114 ,491,14,21,7,2
Qatar Petroleum,4.3,178 ,386,14,--,28,--
NatureNurture,4.3,114 ,90,8,--,4,--
Futran Solutions,3.8,149 ,410,17,14,13,9
Juspay Technologies,4.0,152 ,2k,88,--,5,4
JioHotstar,3.4,162 ,1.6k,44,17,9,6
NTC Logistics India,4.0,183 ,914,16,--,16,--
Ruparel Realty,4.0,166 ,668,15,12,7,--
Target Engineering Construction Company,4.0,181 ,468,12,--,15,--
Kalpa Electrikal,3.8,109 ,632,12,4,8,--
Al Turki Enterprises,3.6,405 ,964,16,--,49,1
FloBiz,3.6,164 ,675,27,16,11,3
Galpha Laboratories,3.6,235 ,720,9,3,22,--
Galderma,3.5,140 ,454,2,51,11,--
MaRS Planning & Engineering Services,3.9,204 ,765,8,--,5,4
Seeh Al Sarya Engineering,3.7,116 ,410,1,--,4,1
AAJ Supply Chain Management,3.6,262 ,759,25,4,19,--
Delhi World Public School,3.6,184 ,653,17,12,19,3
Energy Efficiency Services,3.8,195 ,748,13,--,20,--
Snowman Logistics,4.2,256 ,947,13,4,13,--
Valvoline Cummins,4.0,333 ,1.4k,16,16,29,--
MN Dastur & Company,4.0,299 ,736,11,1,43,--
NuSummit,3.5,161 ,1.2k,22,27,2,1
Sadbhav Engineering,4.2,487 ,1.2k,10,--,69,4
Ummeed Housing Finance,3.9,275 ,1.1k,12,--,10,--
Stylebaazar,4.0,490 ,1.1k,37,22,5,10
Ramkrishna Care Hospital,3.7,116 ,368,5,--,6,1
Government of Andhra Pradesh,3.8,255 ,1k,10,--,15,--
Spm Autocomp,3.6,295 ,1.1k,24,--,19,1
AI Engineering Services,3.5,135 ,448,5,--,1,--
Kapil Chit Funds,3.9,178 ,365,4,--,18,--
Army Ordnance Corps,4.8,225 ,473,6,--,17,--
Chiripal Group,4.0,136 ,539,2,--,5,--
Paychex IT Solutions India,3.3,193 ,1k,29,17,5,4
Keya Foods International Private Limited,4.0,125 ,385,3,3,12,3
Stelmec,3.1,283 ,1.3k,33,1,16,--
Lincoln Pharmaceuticals,3.4,318 ,1.3k,21,17,28,--
Metro Brands,3.8,213 ,898,10,12,8,--
Videojet Technologies,3.8,201 ,750,8,2,22,--
Cogneesol,3.3,136 ,715,20,23,13,--
Nuvama Wealth Management,3.5,125 ,508,11,--,1,--
MTR Foods,3.9,329 ,1.1k,26,--,24,--
Hemani Industries,3.6,132 ,758,10,--,8,--
Lotus Wireless Technologies,3.0,141 ,711,17,--,6,--
TowerVision India,4.2,283 ,982,16,--,32,--
Linux Laboratories,3.7,191 ,473,17,3,9,--
Infojini,3.1,190 ,658,15,12,26,26
Resonance Eduventures,3.8,219 ,698,7,--,16,--
Ample Technologies,3.7,354 ,1.5k,24,42,34,4
HirePro Consulting,3.5,117 ,671,10,--,21,--
Spc Life Sciences,3.5,149 ,662,9,2,9,1
Kamal Fincap,3.9,161 ,353,3,1,12,2
State Street Bank,3.5,405 ,3k,18,--,11,--
Druva,3.7,107 ,973,25,31,16,--
Coding Ninjas,3.6,332 ,1.3k,57,3,4,11
Applied Cloud Computing,2.5,114 ,763,17,9,2,3
A3logics,3.6,191 ,771,31,--,8,2
Mac Chem Products,3.1,120 ,552,8,5,7,--
Abante Integrated Management Services,4.2,202 ,648,16,16,5,--
Accel Limited,3.5,140 ,774,9,--,9,4
Head Digital Works,4.1,143 ,1.1k,21,--,8,8
Billabong High International School,3.7,237 ,744,12,1,33,--
Roquette Riddhi Siddhi,4.0,341 ,1.2k,14,13,36,--
Hippo Homes,3.5,215 ,678,14,--,4,--
Silverlink Technologies,4.1,333 ,371,16,22,31,--
Pratibha Industries,4.4,193 ,431,3,--,26,--
Central Institute of Plastics Engineering & Technology,3.8,180 ,629,4,--,22,--
Oman Shapoorji Llc,3.6,135 ,392,9,--,14,--
IFB Automotive,3.8,203 ,817,7,--,21,1
Techno India Group,3.6,157 ,713,11,--,12,--
TomTom,4.2,195 ,946,14,--,26,--
Pasa Resources,3.6,147 ,433,16,--,4,--
Ramkrishna Forgings,3.4,760 ,2.9k,64,--,52,--
K & J Project,3.0,108 ,414,5,13,8,--
Vehere Technologies,4.5,181 ,299,23,21,9,5
Vasavi Group,3.9,147 ,775,8,--,3,--
Amrita Vishwa Vidyapeetham,3.7,207 ,1.1k,17,89,15,--
Apex Laboratories,3.9,405 ,1.8k,24,1,32,2
Altera Digital Health,3.1,271 ,1.6k,31,34,2,--
Verifone,3.1,221 ,1.6k,27,8,19,7
TVS Upasana Engineering,3.7,160 ,588,8,--,13,--
Willowood Chemicals,4.0,164 ,510,7,--,2,--
Next Move Strategy Consulting,4.7,119 ,18,31,--,15,39
Vishwa Samudra Engineering,3.6,536 ,1.5k,34,--,11,1
Harsha Engineers International,4.0,133 ,699,1,--,4,--
Mtandt,3.8,123 ,613,8,14,15,--
CDYMAX,3.5,120 ,591,7,1,3,--
Hubtown,3.5,158 ,630,14,2,7,--
Futwork,3.8,297 ,266,29,--,6,1
APPL Industries,3.5,115 ,578,4,--,9,--
Anik Milk Products,3.7,128 ,368,14,23,7,--
SABIC,4.1,435 ,1.5k,31,2,51,5
Duroply Industries,3.9,126 ,525,15,4,9,--
Synergy Property Development Services,3.8,170 ,501,5,--,32,--
Rural Electrification Corporation,3.7,138 ,408,6,--,12,--
Dream11,3.9,129 ,1.3k,40,--,3,12
NetProphets Cyberworks,3.3,147 ,990,6,--,11,1
Alpha Design Technologies,3.5,204 ,1.2k,15,--,25,--
Winsome Textile Industries,3.5,109 ,507,7,7,18,--
Crest Data Systems,3.7,228 ,1.8k,28,8,9,--
TD Power Systems,3.7,137 ,695,9,--,10,--
CTR Manufacturing Industries,3.7,176 ,823,13,51,9,1
CDM Smith,3.6,186 ,777,13,14,14,6
RPP Infra Projects,3.9,175 ,742,24,2,7,--
Prayag Polymers,3.7,166 ,516,9,5,7,--
Vsun Mobile,3.7,116 ,235,2,--,26,--
ABC Bearings,3.9,108 ,1.4k,21,--,20,--
e-Procurement Technologies,3.2,238 ,853,17,--,16,--
Durovalves India,3.3,114 ,372,7,--,11,--
K2k Infrastructure,4.0,144 ,427,7,--,13,4
Servotech Power Systems,3.9,281 ,688,29,19,12,9
NSL Sugars,3.9,167 ,536,7,8,10,--
Stefanini,2.7,337 ,1.9k,38,11,18,1
Jagran Prakashan,3.7,208 ,869,8,--,12,--
Celebrity Cruises,4.3,122 ,146,4,--,9,--
Network Intelligence India,3.2,202 ,1.3k,19,8,13,--
WPIL,3.4,221 ,827,19,3,12,--
Doshion,3.7,128 ,294,2,5,2,--
ARC Document Solutions,2.7,185 ,800,18,1,14,--
Novartis Healthcare,4.1,410 ,3.1k,22,6,45,--
Tci Freight,4.1,207 ,769,13,6,6,--
Clean Science And Technology,3.5,189 ,987,10,10,10,--
Marksans Pharma,3.4,405 ,1.7k,28,1,18,1
Pitti Engineering,3.8,511 ,2k,28,--,48,--
Exeltis,4.0,195 ,520,14,1,22,6
SAVIC Technologies,2.4,286 ,1.1k,21,13,19,--
West Bengal Power Development Corporation,3.7,132 ,365,5,--,15,--
Netlink Software,3.3,377 ,2.1k,22,16,40,2
AccSource KPO,3.2,192 ,814,27,2,39,6
Narayana Junior College,3.7,170 ,308,2,--,40,--
Rapido,3.5,434 ,2.3k,42,28,30,3
Michelin,3.7,880 ,4.9k,64,33,110,--
Vivanta by Taj,4.2,509 ,997,27,--,76,--
Utkal Alumina International,4.2,198 ,670,17,--,12,2
Girmiti Software,4.1,278 ,1.5k,15,--,9,--
Mahathi Infra Services,3.9,117 ,543,12,1,3,1
Unicom Infotel,4.2,108 ,444,7,1,8,--
Jindal Industries Private Limited,3.4,164 ,1.7k,28,--,25,22
Consilio,3.7,204 ,1.3k,25,13,11,--
Nirmiti Precision,3.5,113 ,477,8,--,2,1
UBI Services,3.6,241 ,640,11,3,1,--
Eversendai,3.6,400 ,1.5k,32,1,43,4
Matrix ComSec,3.7,219 ,1.3k,20,31,24,--
Careers360,3.1,170 ,1.1k,18,--,11,4
VAYA Finserv,4.0,188 ,448,11,--,18,--
42Gears Mobility Systems,4.1,133 ,722,16,30,11,--
Amar Cars,3.9,166 ,566,10,6,11,9
The Indian Express,4.0,223 ,1.2k,8,--,19,--
Khadi Natural Healthcare,4.1,159 ,386,6,2,5,--
Asti Electronics India,4.1,341 ,1.3k,25,--,45,2
Mayoor School,4.3,172 ,137,1,--,130,--
Etraveli Group,2.8,141 ,709,13,8,2,--
HealthAsyst,3.8,136 ,822,18,14,23,--
Archidply Industries,3.5,139 ,424,4,4,13,--
Husk Power Systems,3.3,133 ,485,9,18,9,6
Kumaran Systems,3.3,184 ,1.5k,26,13,8,28
GENWORKS Health,3.3,210 ,726,17,2,21,--
John Energy,4.0,145 ,559,7,--,15,1
ObjectWin Technology,3.6,169 ,1.1k,10,--,5,--
Borgwarner Emission System,3.7,281 ,1.5k,13,--,19,--
Fusion,3.2,224 ,873,18,1,11,--
Radiant Appliances,4.1,177 ,701,13,--,16,--
Ghodawat Consumer Products,3.4,115 ,419,6,4,1,2
Sureworks Infotech Pvt. Ltd.,4.2,112 ,483,22,1,8,18
Four Points By Sheraton,4.3,274 ,683,10,--,39,--
AgreeYa Solutions,3.2,374 ,2.4k,25,27,15,--
Stumpp Schuele & Somappa Springs,3.5,182 ,700,10,--,16,--
Acent High Soft Technologies,4.9,123 ,86,4,--,3,--
Siemens Healthcare,4.1,368 ,2.2k,11,--,40,--
Paushak,3.8,155 ,712,17,--,17,--
Multi Organics,3.1,122 ,569,12,5,15,--
Obeetee,3.8,131 ,587,9,--,14,--
Ebixcash Global Services,3.2,617 ,2.1k,57,--,11,12
Vidya Mandir Classes,3.5,206 ,834,8,1,14,--
Cross Country Infotech,4.1,198 ,711,50,12,7,2
Electronics Mart India,3.3,164 ,624,16,--,1,1
Xpheno,3.6,298 ,1.5k,22,183,8,8
Al Tasnim Enterprises,3.5,346 ,1.3k,14,--,31,--
Yashi Consulting Services,3.3,207 ,288,11,--,42,--
Sun TV Network,3.5,277 ,1.4k,17,--,25,--
Z1 Tech,4.2,221 ,384,18,27,1,9
Apis India Limited,3.6,177 ,694,10,2,11,--
Sri Ramachandra Institute of Higher Education and Research,3.9,192 ,902,9,--,7,--
SAGE Automation,4.1,110 ,214,16,13,1,9
Total Shipping & Logistics,3.1,130 ,506,11,15,13,3
R M Chemicals,3.5,118 ,436,14,--,17,3
ESIC Medical College and Hospital,4.0,130 ,620,5,--,4,4
SK E&C,4.4,242 ,489,11,--,46,1
Cherry Hill Interiors,4.0,158 ,557,19,1,10,1
Tag Corporation,3.4,109 ,650,10,--,10,--
Ceigall,3.3,148 ,644,8,15,4,--
Bristol-Myers Squibb,3.6,277 ,1.6k,32,172,9,--
Mahanadi Coalfields,4.5,154 ,247,8,--,8,1
The Heritage School,3.8,120 ,360,13,--,15,--
Successive Technologies,3.9,222 ,2k,27,21,11,--
Thyssenkrupp Industries and Services,4.1,119 ,490,4,15,2,--
Autometers Alliance,4.4,231 ,929,16,--,25,--
Lokesh Machines,3.7,203 ,811,12,5,20,--
Bando India,4.0,140 ,531,5,1,18,--
Vatsal Technosoft,4.5,112 ,27,9,--,4,--
eligarf Technologies,3.9,198 ,223,13,2,9,12
Pixon Energy,4.1,145 ,507,14,--,33,--
Riello Power India,3.7,130 ,428,10,2,18,21
Model N,4.5,238 ,898,31,19,13,62
Kitex Garments,3.5,144 ,707,4,3,17,--
Elin Electronics,3.8,196 ,683,2,--,5,--
Neverskip,3.7,142 ,383,8,--,13,--
Armed Forces Tribunal,4.9,112 ,303,--,--,20,--
Ranjit Buildcon,4.3,168 ,514,12,--,7,--
Epson,4.2,189 ,625,7,--,17,--
Jm Frictech,3.3,209 ,1.1k,14,3,15,--
Virtusa Software Services,3.3,144 ,1.5k,39,--,15,--
Tata Main Hospital,3.8,184 ,521,19,--,22,--
Trigyn Technologies,3.8,275 ,1.7k,28,49,16,--
AlgoShack,4.2,163 ,421,56,60,1,67
Embassy Services,3.9,197 ,914,10,1,10,--
Suminter India Organics,3.8,230 ,816,18,11,13,--
FabHotels,3.2,438 ,2k,45,42,24,2
ONPASSIVE,2.5,290 ,1.4k,25,--,33,6
Namra Finance,3.8,150 ,418,10,--,6,1
Salzer Electronics,3.9,167 ,828,8,--,10,--
Baxter Pharmaceuticals,4.3,140 ,215,9,--,2,--
EDR Continuous Information,2.9,191 ,796,11,--,12,--
Acies,4.1,146 ,375,42,35,36,5
Deepak Chem Tech,4.0,155 ,627,13,--,3,--
UTI Asset Management Company,3.8,179 ,759,12,--,8,--
Signature Global,3.9,475 ,2.2k,43,14,18,--
Kenvue,3.6,148 ,962,6,150,1,--
CBTS TECHNOLOGY SOLUTIONS INDIA LLP,3.8,142 ,1.2k,23,81,9,--
ASSA ABLOY,3.4,206 ,984,22,1,13,--
BharatPe,3.5,487 ,2.6k,50,1,17,7
ICONMA,3.0,152 ,700,13,--,5,--
DISYS,3.1,339 ,2.1k,29,--,20,--
360 Degree Cloud Technologies,3.9,275 ,1.4k,74,36,9,8
Windlas Biotech,3.9,347 ,1.4k,27,--,26,--
General Energy Management Systems,3.7,250 ,983,19,34,23,--
TMEIC,3.8,332 ,1.5k,20,2,37,3
Supreme Treon,4.0,206 ,863,13,--,20,8
A.K.AUTOMATICS,3.8,129 ,422,3,--,12,--
HT Media,3.1,878 ,4.7k,60,6,87,6
RCM,4.2,388 ,643,53,3,7,11
Seven Seas Hotel,2.9,111 ,371,5,--,6,--
Turner & Townsend,3.9,128 ,984,11,37,6,--
Sarvatra Technologies,4.3,143 ,1.1k,16,11,8,1
Sagar Hospital,4.2,179 ,600,6,6,15,--
ECS | Enterprise Change Specialists,4.5,129 ,129,5,122,8,23
Agilent Technologies,4.0,376 ,2k,22,71,53,1
TNQ Tech Private Limited,3.5,876 ,3.9k,66,18,66,--
Goel Ganga Developments,3.8,151 ,650,12,4,21,--
Maharashtra Feeds,3.2,111 ,381,6,4,4,--
Stridely Solutions,3.2,112 ,739,7,2,4,--
Transworld Group of Companies,3.7,109 ,532,6,4,13,--
Eurofins It Solutions,3.0,415 ,3.4k,67,1,58,1
Sharp Business Systems India,3.6,157 ,515,6,--,13,--
Hind Rectifiers,3.6,159 ,880,20,12,10,--
Shreeja Mahila Milk Producer Company,4.3,116 ,301,7,1,17,--
Inditex,4.1,165 ,518,9,2,27,1
Yamaha Motor India Sales,4.0,350 ,987,16,--,21,--
Acme Generics LLP,3.5,370 ,1.2k,15,--,20,--
Farmson Pharmaceutical,3.2,149 ,813,10,--,12,--
Smart Call Center Solutions,3.3,140 ,322,22,10,14,--
SKS Ispat & Power,3.2,142 ,528,3,--,7,2
Škoda Auto Volkswagen,3.9,968 ,4.6k,46,5,79,15
inMorphis Services,4.1,199 ,874,12,17,10,--
Winman Software,4.2,133 ,411,34,19,13,6
Adhaan Solutions,3.8,196 ,606,12,--,8,--
Kalpataru International,3.9,123 ,307,9,11,1,9
Kanoria Chemicals & Industries,3.9,213 ,879,16,--,29,--
Sneha Farms,4.0,221 ,811,13,10,10,--
JL Morison India,4.5,143 ,337,8,3,6,--
Qicpic,2.3,173 ,91,21,--,3,1
Zacks Research,2.7,148 ,492,13,--,16,--
Bankai Infotech,3.2,151 ,889,14,5,18,--
Qualys,3.7,271 ,2.3k,47,1,6,--
Footprints Play School,3.4,121 ,452,8,20,4,--
Babaji Shivram Clearing & Carriers,2.6,117 ,524,6,15,4,--
Gm Infinite Dwelling,3.0,121 ,437,3,--,7,--
CamelQ Software Solutions,4.2,123 ,96,52,--,--,--
Aloha Technology,2.8,332 ,1.8k,39,5,39,--
JNET Technologies,3.8,192 ,710,13,1,15,1
Matrix Business Services,3.5,472 ,2k,42,6,20,--
Macmet Engineering,3.9,176 ,634,11,1,20,--
Ayoki Fabricon,3.8,177 ,699,7,14,13,--
Kumar Properties,4.2,165 ,837,13,12,6,--
Labournet Services,3.9,373 ,892,22,4,52,--
Bright Life Care,4.0,247 ,789,14,1,13,--
Satyesh Brinechem,3.1,208 ,830,29,1,14,1
Vikram Tea,4.2,129 ,400,13,8,6,2
Niveus Solutions (Part of NTT Data),3.7,148 ,1.2k,19,2,3,1
98thPercentile,4.0,142 ,309,17,--,19,5
Reliance Securities,3.7,331 ,1k,22,--,2,--
Ethos,3.0,119 ,716,15,54,6,--
S K Samanta & Co,3.3,128 ,437,9,--,17,--
Jumio,3.8,352 ,993,16,5,45,1
Hindustan PowerProjects,3.7,211 ,858,10,--,10,--
Manomav Engineers,4.0,157 ,337,28,--,1,28
PSRI Hospital,3.9,118 ,437,1,2,7,--
Opporture,4.8,173 ,62,2,--,--,--
Box8,3.5,226 ,828,13,5,31,2
Filo,3.4,167 ,569,12,9,5,--
American India Foundation,3.8,151 ,463,14,17,12,--
All India Council Technical Education,4.3,166 ,195,10,--,3,--
Stashfin,3.9,203 ,765,13,1,8,--
VaaaN Infra,3.4,134 ,455,3,--,8,--
Featherlite,3.3,113 ,711,5,1,10,--
Communications Test Design,3.7,484 ,1.7k,31,30,17,--
Brij Gopal Construction Company,3.8,223 ,759,17,4,10,--
Kaseya Software,3.2,146 ,1.3k,16,24,7,--
Modi Mundi Pharma,3.8,255 ,541,11,12,30,--
RELX Group,3.7,128 ,618,9,15,6,--
Romsons Group Of Industries,3.7,481 ,1.6k,37,14,32,4
HOLITECH INDIA,4.1,207 ,723,27,--,41,2
Urjanet Energy Solutions,3.7,131 ,759,7,3,17,--
TML Business Services,3.9,135 ,477,10,15,12,--
Abu Dhabi Oil Refining Company,4.4,160 ,545,6,--,9,--
Modern Business Solutions,3.7,194 ,551,8,--,10,--
Examity,3.3,382 ,1.8k,35,6,31,--
MYND Intergrated Solutions,3.3,169 ,580,13,--,3,4
Koenig Solutions,3.6,293 ,1.1k,37,49,17,--
Lubi Industries Llp,4.1,219 ,938,10,9,11,1
Dunzo,3.5,756 ,3.2k,71,--,26,5
Precision Camshafts,3.2,200 ,757,4,--,12,--
I P Integrated Services,3.8,274 ,812,12,--,27,2
Pradan,3.8,204 ,450,18,1,17,--
Velocity Software Solutions,3.8,108 ,346,19,--,11,146
Oerlikon Graziano Transmission,4.2,152 ,285,2,--,32,--
Carrefour,3.5,173 ,511,9,--,33,--
TATA MEDICAL CENTER,3.7,210 ,591,14,12,23,--
Mamaearth,3.7,253 ,1.3k,28,20,12,--
Pricol Engineering Industries,3.8,137 ,780,16,--,8,1
Gilbarco Veeder Root,3.8,473 ,2.1k,28,9,32,--
ICG Medical,2.4,117 ,513,7,23,7,--
Nuvento Systems,3.3,130 ,724,14,7,4,--
Sahajanand Medical Technologies,3.4,257 ,1.2k,12,14,21,--
Kharafi National,4.3,242 ,318,3,--,29,--
Toyo Engineering,4.0,767 ,3.6k,60,--,79,8
CIGNEX,3.9,187 ,1.2k,10,36,21,--
Indobevs,3.9,190 ,814,12,--,9,--
Indorama Ventures Global Shared Services,3.2,107 ,352,8,2,3,--
Minosha,4.0,126 ,518,5,--,10,--
Graviti Pharmaceuticals,3.1,202 ,888,6,18,10,--
Debtcare Enterprises,4.3,351 ,316,12,1,71,31
Bread Financial,3.9,230 ,1.5k,26,31,3,8
VA Tech Wabag,3.8,738 ,2.9k,59,13,87,1
Sub-K IMPACT Solutions,4.1,333 ,849,29,--,31,--
Amps Electrical Facility Services,3.2,144 ,529,5,5,14,1
Systems Plus,4.2,408 ,1.5k,32,54,15,--
HH Global,4.0,111 ,1.2k,12,--,9,--
Go Colors,3.9,434 ,966,13,1,7,3
Toluna,3.4,162 ,820,12,--,19,--
Encore Capital Group,3.9,630 ,2.2k,36,--,83,8
Guardian Healthcare Services,3.9,118 ,497,8,--,14,--
The Souled Store,3.2,187 ,636,14,1,6,--
Amalgamations Valeo Clutch,3.4,110 ,598,5,--,10,--
RV Solutions,3.8,342 ,1.2k,14,9,29,2
iB Arts,3.6,110 ,163,15,1,17,--
Lindstrom Services,4.0,109 ,448,10,--,11,--
Emirates Airlines,3.9,217 ,854,25,9,30,--
Luman Industries,3.3,107 ,256,12,--,7,1
ACB (India),3.6,340 ,1.4k,18,--,34,4
Dhandhania Infotech,3.1,220 ,1k,17,20,16,2
Koyo Bearings India,4.0,235 ,773,7,--,34,--
Telesonic Networks,3.8,316 ,793,8,--,46,--
C&S Electric,4.0,961 ,3.7k,67,40,94,14
Simform,3.6,196 ,1.4k,47,11,9,--
Megamax Services,4.2,107 ,366,12,2,5,3
Export Trading group,3.5,154 ,737,7,4,5,--
Sikka Group,3.6,151 ,553,10,--,12,2
Alfa Laval,3.9,377 ,1.8k,35,12,44,--
Embio,3.8,198 ,875,5,4,15,--
Galaxy Toyota,3.7,111 ,421,4,--,6,--
Nifco India,3.7,135 ,468,8,--,14,--
SALARPURIA SATTVA,4.2,353 ,1.6k,30,1,21,--
Bernhard Schulte Shipmanagement,4.2,113 ,493,4,14,8,--
SKDRDP,4.2,121 ,191,9,--,12,1
Ravindra Bharathi Schools,3.5,148 ,375,3,--,8,--
Dodla Dairy,4.2,664 ,1.9k,43,10,55,3
Emonics,3.5,123 ,629,17,--,4,--
Sahyadri Industries,3.3,189 ,792,13,--,9,1
BMA Wealth Creators,4.4,129 ,344,1,--,10,--
Concentrix Catalyst,3.1,222 ,2.4k,36,2,3,8
Ascent Business Solutions,3.3,474 ,2.7k,32,4,32,--
Toto India Industries,3.8,186 ,646,8,--,17,--
Dewar's Garage,3.1,121 ,375,3,--,6,--
Vandhana International,3.6,125 ,502,18,5,8,--
Fujitec,3.9,274 ,1.2k,11,3,14,--
Marc Enterprises,3.6,114 ,465,6,--,4,1
Swiss Re,3.8,343 ,2.7k,44,252,29,--
Mentorsity,4.4,186 ,56,12,--,29,--
Fairfield Inn by Marriott,4.2,159 ,337,5,--,2,2
Ventura Securities,4.0,354 ,1.3k,33,3,29,4
Any wear,4.1,107 ,775,23,--,18,--
Ishan Technologies,3.6,210 ,794,16,28,11,--
SS Construction,4.0,109 ,735,2,--,12,--
Shinhan Bank,3.5,151 ,859,18,2,10,--
Udaan Express,4.1,110 ,207,7,--,7,--
Senvion,4.1,318 ,1.4k,25,11,12,6
Multani Pharmaceuticals,4.0,141 ,450,13,--,7,--
Agastya International Foundation,3.5,136 ,308,2,6,30,1
Nijji Healthcare,4.3,111 ,208,9,--,18,7
Rupa,3.7,285 ,905,18,1,19,--
Ferring Pharmaceuticals,4.0,169 ,817,8,--,21,--
Vymo Technologies,2.3,108 ,985,13,6,1,--
Silverskills,3.4,301 ,1.1k,26,14,20,1
Extinct Fire Engineers,3.8,109 ,313,2,3,10,--
Velan Info Services,3.5,114 ,421,10,14,12,--
Zenith Leisure Holidays,3.4,133 ,498,7,1,12,--
Central Industrial Security Force,4.3,753 ,1.9k,24,--,76,5
MiM-Essay,4.3,167 ,237,15,--,2,--
Urbanpro,3.8,131 ,475,10,--,9,--
SEIL Energy India,4.0,354 ,1.4k,18,--,32,--
Leena Powertech Engineers,3.6,175 ,532,9,--,6,1
Blackbuck Insights,3.8,194 ,790,17,--,6,12
Texspin Bearings,4.1,205 ,1.1k,17,--,16,--
AMS Comtel BPMS,3.2,177 ,716,10,6,11,5
Gmr Airport Developers,3.9,158 ,653,10,--,19,--
Elektrobit India,4.0,147 ,911,17,--,9,--
INVESMATE,3.9,127 ,126,11,--,4,48
BPO+,4.3,202 ,1.8k,44,1,21,--
Shantha Biotechnics,4.8,128 ,274,3,--,19,1
Vara United,3.7,235 ,687,9,4,19,2
Aviva Life Insurance India,3.5,895 ,2.6k,34,17,63,3
